text,label
It is a symbol demonstrating a lack of oxygen in the head of all its members.,1
what was once public employee  is now worker,0
not only is this case typical of the feral sub humans but it s a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us,1
baby steps,0
odium  sweden   oi   this is one my favourites,0
you can stop this by getting a dead pig and bury it underground where the mosque will be built,1
im not running and giving it to the muds,1
I watched the discussion and it is obvious that we are outlisted by non-white and race traitors and that we follow the other types of followers.,1
Have a teacher like this.,1
Jewish guardians of millions of white people are forgiven,1
"But you must know that the Caucasians are not like the black, they are only animals and subhuman.",1
yep,0
after knocking back a few guinness we got pretty hungry and he said he knew a great place to go get some food  i was disgusted when he brought me to a chinese restaurant,0
black student protesters beaten by white students at south african university rugby match okayafrica,0
"Many Jews were in the Red Army, so many people wanted the opportunity to rape and kill the White in the form of war.",1
you changed your name,0
i have to walk the dog now but will come back later to watch the video s that were posted,0
so your allegiance is to mexico first and america second,0
See this youtube channel I found I agree with most of what it says that diversity destroys social cohesion in the west youtube,1
they sleep on dirty floors in dirty houses with their dirty kids eating off dirty plates driving in dirty cars sitting at dirty tables with their dirty manners and dirty way of talking dirty way of living they wear dirty clothes have dirty smiles and are allaround dirty nasty people,0
